Nombre d'enregistrements,Position,Aerialswon,Age,Apps,Assists,Club,Goals,Image,Mins,Motm,Perfattack,Perfdef,Perfposs,player (Sheet1 players!score),player (Sheet1 players!stats),Player,Points,Ps,rank (Sheet1 players!stats),Rank,Rating,Red,Spg,Team,Total,Yel
1,Goalkeeper,0.1,34,20,,Arsenal Tula,,//img.fifa.com/images/flags/4/rus.png,1800,,0,126,-6,Vladimir Gabulov,Vladimir Gabulov,Vladimir Gabulov,493,41.8,167,228,6.3,,,Russia,119,2
1,Midfielder,1.1,24,10(4),1,Spartak Moscow,,//img.fifa.com/images/flags/4/rus.png,1006,,52,67,-1,Roman Zobnin,Roman Zobnin,Roman Zobnin,493,81.8,168,74,6.85,,1.4,Russia,118,2
1,Defender,1.3,31,26(1),,Rubin Kazan,,//img.fifa.com/images/flags/4/rus.png,2419,,4,126,-14,Vladimir Granat,Vladimir Granat,Vladimir Granat,493,78.2,170,136,6.68,,0.1,Russia,116,10
1,Midfielder,0.8,22,5,,CSKA Moscow,2,//img.fifa.com/images/flags/4/rus.png,450,,35,34,12,Aleksandr Golovin,Aleksandr Golovin,Aleksandr Golovin,493,83.1,199,38,7.43,,2.8,Russia,81,2
1,Midfielder,0.3,26,3(1),,Hoffenheim,,//img.fifa.com/images/flags/4/sui.png,233,,14,6,2,Steven Zuber,Steven Zuber,Steven Zuber,1179,82.3,258,585,6.49,,1,Switzerland,22,
1,Defender,,,,,,,//img.fifa.com/images/flags/4/rus.png,,,47,-68,11,,Fyodor Kudryashov,Fyodor Kudryashov,493,,332,,,,,Russia,-10,
1,Forward,2,23,13(13),3,Rubin Kazan,5,//img.fifa.com/images/flags/4/irn.png,1429,1,125,-83,-116,Sardar Azmoun,Sardar Azmoun,Sardar Azmoun,727,66,389,128,6.71,,1.6,Iran,-74,4
1,Midfielder,,,,,,,//img.fifa.com/images/flags/4/mex.png,,,160,95,-22,,Javier Aquino,Javier Aquino,1008,,86,,,,,Mexico,232,
1,Forward,0.2,24,26(7),5,Juventus,22,//img.fifa.com/images/flags/4/arg.png,2358,8,1336,54,55,Paulo Dybala,Paulo Dybala,Paulo Dybala,1254,87.3,1,1,7.77,,3.5,Argentina,1444,
1,Defender,1.5,32,34(1),8,Roma,2,//img.fifa.com/images/flags/4/srb.png,3061,6,588,320,198,Aleksandar Kolarov,Aleksandar Kolarov,Aleksandar Kolarov,732,81.2,6,4,7.52,,1.8,Serbia,1106,3
1,Midfielder,0.6,22,36,1,Sampdoria,4,//img.fifa.com/images/flags/4/uru.png,3185,3,432,330,228,Lucas Torreira,Lucas Torreira,Lucas Torreira,976,87.2,10,29,7.17,,0.9,Uruguay,990,6
1,Forward,,26,23(4),10,Torino,6,//img.fifa.com/images/flags/4/srb.png,2155,4,599,38,185,Adem Ljajic,Adem Ljajic,Adem Ljajic,732,82.1,20,24,7.21,,2.3,Serbia,822,2
1,Forward,0.3,30,32(3),6,Juventus,16,//img.fifa.com/images/flags/4/arg.png,2818,5,977,44,-202,Gonzalo Higuain,Gonzalo Higuain,Gonzalo Higuain,1254,80.4,21,19,7.25,,2.9,Argentina,819,4
1,Defender,4.4,31,32(2),,Roma,2,//img.fifa.com/images/flags/4/arg.png,2920,5,120,429,240,Federico Fazio,Federico Fazio,Federico Fazio,1254,84.4,22,18,7.26,,0.5,Argentina,789,6
1,Forward,0.1,31,35(3),6,Napoli,18,//img.fifa.com/images/flags/4/bel.png,3013,7,910,-109,-58,Dries Mertens,Dries Mertens,Dries Mertens,1346,75.5,24,25,7.21,,3.4,Belgium,742,4
1,Midfielder,0.2,27,18(13),12,Juventus,4,//img.fifa.com/images/flags/4/bra.png,1793,4,605,-15,92,Douglas Costa,Douglas Costa,Douglas Costa,1384,84,31,7,7.45,,1.2,Brazil,682,1
1,Midfielder,1.8,29,37,9,Inter,11,//img.fifa.com/images/flags/4/cro.png,3316,5,738,5,-122,Ivan Perisic,Ivan Perisic,Ivan Perisic,975,75.4,42,14,7.35,,3.1,Croatia,621,4
1,Defender,1.9,33,31,,Inter,,//img.fifa.com/images/flags/4/bra.png,2729,,23,428,167,Miranda,Miranda,Miranda,1384,87.6,44,91,6.89,,0.3,Brazil,619,8
1,Midfielder,1.3,26,8,1,Atalanta,1,//img.fifa.com/images/flags/4/sui.png,720,,411,-56,208,Remo Freuler,Remo Freuler,Remo Freuler,1179,87.8,49,18,7.58,,1,Switzerland,563,1
1,Midfielder,0.7,25,21(10),9,Inter,4,//img.fifa.com/images/flags/4/cro.png,1924,3,394,-76,208,Marcelo Brozovic,Marcelo Brozovic,Marcelo Brozovic,975,87.9,52,27,7.2,,1.5,Croatia,526,9
1,Midfielder,1.6,32,5,,AC Milan,,//img.fifa.com/images/flags/4/arg.png,450,,194,26,299,Lucas Biglia,Lucas Biglia,Lucas Biglia,1254,89.9,53,36,7.43,,0.6,Argentina,518,
1,Midfielder,2.4,23,5(3),3,Lazio,2,//img.fifa.com/images/flags/4/srb.png,525,1,660,-20,-134,Sergej Milinkovic-Savic,Sergej Milinkovic-Savic,Sergej Milinkovic-Savic,732,74.1,54,126,7.15,,1.6,Serbia,506,3
1,Midfielder,0.2,24,14(22),2,Napoli,4,//img.fifa.com/images/flags/4/pol.png,1659,,316,39,148,Piotr Zielinski,Piotr Zielinski,Piotr Zielinski,1128,88,56,155,6.75,,1.1,Poland,503,3
1,Midfielder,0.7,31,24(2),2,Juventus,9,//img.fifa.com/images/flags/4/ger.png,1922,1,385,-12,95,Sami Khedira,Sami Khedira,Sami Khedira,1544,87.2,62,85,6.91,,1.2,Germany,468,1
1,Defender,2,25,6(1),2,AC Milan,2,//img.fifa.com/images/flags/4/sui.png,545,1,228,95,135,Ricardo Rodriguez,Ricardo Rodriguez,Ricardo Rodriguez,1179,89.3,64,151,7.08,,0.7,Switzerland,457,
1,Forward,2.5,32,27(5),3,Juventus,5,//img.fifa.com/images/flags/4/cro.png,2327,1,380,53,-36,Mario Mandzukic,Mario Mandzukic,Mario Mandzukic,975,75.8,85,57,7.01,1,1.6,Croatia,397,3
1,Midfielder,0.9,29,27,1,Fiorentina,2,//img.fifa.com/images/flags/4/cro.png,2355,1,203,49,125,Milan Badelj,Milan Badelj,Milan Badelj,975,83.2,90,35,7.12,1,1.2,Croatia,377,8
1,Midfielder,1.1,26,25(4),2,Inter,3,//img.fifa.com/images/flags/4/uru.png,2137,,267,-49,136,Matias Vecino,Matias Vecino,Matias Vecino,976,88.3,101,111,6.83,1,1.4,Uruguay,354,7
1,Forward,0.2,30,1(5),1,AC Milan,,//img.fifa.com/images/flags/4/cro.png,184,,340,-23,12,Nikola Kalinic,Nikola Kalinic,Nikola Kalinic,975,85.1,106,655,6.36,,0.7,Croatia,329,
1,Defender,,,,,,,//img.fifa.com/images/flags/4/pol.png,,,84,247,-23,,Thiago Cionek,Thiago Cionek,1128,,111,,,,,Poland,308,
1,Defender,2.5,31,4,,AC Milan,,//img.fifa.com/images/flags/4/col.png,360,,34,140,129,Cristian Zapata,Cristian Zapata,Cristian Zapata,989,89.1,113,235,6.94,,0.5,Colombia,304,
1,Goalkeeper,,,,,,,//img.fifa.com/images/flags/4/pol.png,,,3,208,92,,Wojciech Szczesny,Wojciech Szczesny,1128,,114,,,,,Poland,303,
1,Defender,0.7,27,24(1),4,Napoli,2,//img.fifa.com/images/flags/4/por.png,2088,1,91,-20,174,Mario Rui,Mario Rui,Mario Rui,1306,87.8,136,94,6.88,1,0.3,Portugal,245,8
1,Midfielder,1,27,16(6),2,Torino,5,//img.fifa.com/images/flags/4/nga.png,1201,1,259,65,-92,Joel Obi,Joel Obi,Joel Obi,635,81.7,142,92,6.89,,0.7,Nigeria,232,3
1,Defender,2.1,25,27(2),,Bologna,,//img.fifa.com/images/flags/4/swe.png,2499,,42,191,-9,Filip Helander,Filip Helander,Filip Helander,889,81.4,152,172,6.7,,0.1,Sweden,223,5
1,Defender,2.4,30,22,,Bologna,,//img.fifa.com/images/flags/4/crc.png,1858,,-4,188,-13,Giancarlo Gonzalez,Giancarlo Gonzalez,Giancarlo Gonzalez,858,80.6,181,200,6.63,2,,Costa Rica,171,4
1,Forward,1.4,21,6(16),1,Sampdoria,5,//img.fifa.com/images/flags/4/pol.png,811,,158,20,-27,Dawid Kownacki,Dawid Kownacki,Dawid Kownacki,1128,75.4,190,235,6.51,,1,Poland,152,
1,Midfielder,0.6,20,5(15),,Juventus,,//img.fifa.com/images/flags/4/uru.png,568,,46,-24,102,Rodrigo Bentancur,Rodrigo Bentancur,Rodrigo Bentancur,976,88.2,213,262,6.41,,0.3,Uruguay,125,
1,Forward,,,,,,,//img.fifa.com/images/flags/4/pol.png,,,147,9,-30,,Arkadiusz Milik,Arkadiusz Milik,1128,,215,,,,,Poland,125,
1,Defender,,,,,,,//img.fifa.com/images/flags/4/srb.png,,,-5,62,62,,Nikola Milenkovic,Nikola Milenkovic,732,,219,,,,,Serbia,119,
1,Defender,0.8,25,28(3),1,Sampdoria,,//img.fifa.com/images/flags/4/pol.png,2484,1,72,68,-25,Bartosz Bereszynski,Bartosz Bereszynski,Bartosz Bereszynski,1128,81.1,223,179,6.69,,0.2,Poland,116,5
1,Midfielder,0.9,33,18(2),1,Udinese,1,//img.fifa.com/images/flags/4/sui.png,1407,,116,4,-18,Valon Behrami,Valon Behrami,Valon Behrami,1179,82.3,237,140,6.77,,0.5,Switzerland,102,5
1,Defender,,,,,,,//img.fifa.com/images/flags/4/mex.png,,,0,59,42,,Hector Moreno,Hector Moreno,1008,,240,,,,,Mexico,101,
1,Midfielder,,,,,,,//img.fifa.com/images/flags/4/swe.png,,,77,-56,80,,Oscar Hiljemark,Oscar Hiljemark,889,,244,,,,,Sweden,101,
1,Forward,0.8,25,0(4),,Atalanta,2,//img.fifa.com/images/flags/4/den.png,25,,189,-3,-97,Andreas Cornelius,Andreas Cornelius,Andreas Cornelius,1054,66.7,257,484,6.62,,1.3,Denmark,89,
1,Defender,,,,,,,//img.fifa.com/images/flags/4/uru.png,,,213,-54,-72,,Martin Caceres,Martin Caceres,976,,260,,,,,Uruguay,87,
1,Midfielder,,,,,,,//img.fifa.com/images/flags/4/uru.png,,,47,23,-27,,Carlos Sanchez,Carlos Sanchez,976,,306,,,,,Uruguay,43,
1,Forward,0.8,22,8(2),,AC Milan,6,//img.fifa.com/images/flags/4/por.png,721,2,111,15,-85,Andre Silva,Andre Silva,Andre Silva,1306,78.7,309,166,7.05,,2.1,Portugal,42,1
1,Midfielder,,,,,,,//img.fifa.com/images/flags/4/sui.png,,,113,-23,-53,,Blerim Dzemaili,Blerim Dzemaili,1179,,315,,,,,Switzerland,37,
1,Midfielder,0.6,33,8(11),,Udinese,,//img.fifa.com/images/flags/4/isl.png,761,,-4,-36,62,Emil Hallfredsson,Emil Hallfredsson,Emil Hallfredsson,930,88.5,336,265,6.39,,0.1,Iceland,21,5
1,Defender,0.2,31,20(5),3,Torino,1,//img.fifa.com/images/flags/4/arg.png,1868,1,234,-22,-196,Cristian Ansaldi,Cristian Ansaldi,Cristian Ansaldi,1254,74.4,347,81,6.92,1,0.7,Argentina,16,5
1,Defender,,,,,,,//img.fifa.com/images/flags/4/jap.png,,,18,-2,-7,,Yuto Nagatomo,Yuto Nagatomo,528,,370,,,,,Japan,8,
1,Defender,,,,,,,//img.fifa.com/images/flags/4/cro.png,,,44,-31,-57,,Ivan Strinic,Ivan Strinic,975,,455,,,,,Croatia,-43,
1,Defender,,,,,,,//img.fifa.com/images/flags/4/swe.png,,,12,-23,-38,,Emil Krafth,Emil Krafth,889,,462,,,,,Sweden,-49,
1,Midfielder,0.4,23,21(8),2,Sampdoria,3,//img.fifa.com/images/flags/4/pol.png,2133,,175,-133,-110,Karol Linetty,Karol Linetty,Karol Linetty,1128,81,475,166,6.71,,0.9,Poland,-68,8
1,Midfielder,0.6,25,32,3,Genoa,3,//img.fifa.com/images/flags/4/uru.png,2810,,205,13,-303,Diego Laxalt,Diego Laxalt,Diego Laxalt,976,72,484,142,6.77,,1,Uruguay,-86,2
1,Goalkeeper,0.2,24,25(1),,SPAL 2013,,//img.fifa.com/images/flags/4/sen.png,2260,1,0,-86,-14,Alfred Gomis,Alfred Gomis,Alfred Gomis,825,51.8,490,177,6.69,,,Senegal,-100,
1,Midfielder,0.8,27,20(6),,Crotone,2,//img.fifa.com/images/flags/4/swe.png,1637,,99,-43,-208,Marcus Rohden,Marcus Rohden,Marcus Rohden,889,67.6,503,269,6.35,,0.8,Sweden,-151,2
1,Goalkeeper,,,,,,,//img.fifa.com/images/flags/4/aus.png,,,3,883,-67,,Danny Vukovic,Danny Vukovic,700,,2,,,,,Australia,818,
1,Forward,,,,,,,//img.fifa.com/images/flags/4/aus.png,,,813,6,-139,,Jamie Maclaren,Jamie Maclaren,700,,6,,,,,Australia,680,
1,Defender,,,,,,,//img.fifa.com/images/flags/4/aus.png,,,6,354,-23,,Matthew Jurman,Matthew Jurman,700,,38,,,,,Australia,336,
1,Midfielder,,,,,,,//img.fifa.com/images/flags/4/aus.png,,,506,107,-291,,Andrew Nabbout,Andrew Nabbout,700,,39,,,,,Australia,322,
1,Forward,,,,,,,//img.fifa.com/images/flags/4/aus.png,,,235,13,-48,,Dimitri Petratos,Dimitri Petratos,700,,68,,,,,Australia,200,
1,Defender,,,,,,,//img.fifa.com/images/flags/4/aus.png,,,147,54,-153,,Josh Risdon,Josh Risdon,700,,141,,,,,Australia,49,
1,Midfielder,,,,,,,//img.fifa.com/images/flags/4/aus.png,,,14,-3,-3,,Daniel Arzani,Daniel Arzani,700,,173,,,,,Australia,7,
1,Forward,1.8,29,24(6),2,Bayern Munich,29,//img.fifa.com/images/flags/4/pol.png,2169,2,952,45,-49,Robert Lewandowski,Robert Lewandowski,Robert Lewandowski,1128,79.5,2,3,7.49,,4.2,Poland,948,1
1,Midfielder,0.3,26,19(4),11,Bayern Munich,7,//img.fifa.com/images/flags/4/col.png,1627,5,423,61,335,James Rodriguez,James Rodriguez,James Rodriguez,989,90,3,1,7.63,,1.7,Colombia,820,2
1,Midfielder,0.8,23,26(3),10,Bayern Munich,1,//img.fifa.com/images/flags/4/ger.png,2334,1,219,150,417,Joshua Kimmich,Joshua Kimmich,Joshua Kimmich,1544,90.3,4,15,7.23,,0.3,Germany,786,1
1,Defender,3,22,34,,VfB Stuttgart,1,//img.fifa.com/images/flags/4/fra.png,3060,4,66,589,125,Benjamin Pavard,Benjamin Pavard,Benjamin Pavard,1166,83.7,5,29,7.1,,0.3,France,780,2
1,Defender,2.9,24,34,2,Borussia M.Gladbach,5,//img.fifa.com/images/flags/4/ger.png,3060,1,278,269,215,Matthias Ginter,Matthias Ginter,Matthias Ginter,1544,87.1,7,85,6.92,,0.9,Germany,761,2
1,Midfielder,5.7,27,32,1,Hannover 96,4,//img.fifa.com/images/flags/4/sen.png,2880,5,286,302,160,Salif Sane,Salif Sane,Salif Sane,825,81,8,8,7.34,,0.9,Senegal,748,6
1,Defender,2.8,29,25(1),1,Bayern Munich,1,//img.fifa.com/images/flags/4/ger.png,2213,1,105,348,279,Mats Hummels,Mats Hummels,Mats Hummels,1544,87.3,10,12,7.27,,1,Germany,732,3
1,Forward,0.3,26,4,,Hoffenheim,,//img.fifa.com/images/flags/4/cro.png,360,,565,54,61,Andrej Kramaric,Andrej Kramaric,Andrej Kramaric,975,78.2,14,653,6.37,,3.3,Croatia,681,2
1,Midfielder,0.8,23,17(9),4,Bayern Munich,6,//img.fifa.com/images/flags/4/fra.png,1529,1,334,97,236,Corentin Tolisso,Corentin Tolisso,Corentin Tolisso,1166,90.4,15,56,6.99,,1.6,France,667,3
1,Defender,1.6,22,20(7),1,Bayern Munich,2,//img.fifa.com/images/flags/4/ger.png,1919,1,73,243,345,Niklas Sule,Niklas Sule,Niklas Sule,1544,92.7,16,92,6.9,,0.7,Germany,661,1
1,Midfielder,1.2,27,12(7),2,Bayern Munich,2,//img.fifa.com/images/flags/4/esp.png,1243,2,193,106,284,Thiago Alcantara,Thiago Alcantara,Thiago Alcantara,1162,91.5,21,7,7.36,,1.3,Spain,583,3
1,Defender,1.7,29,19,2,Bayern Munich,1,//img.fifa.com/images/flags/4/ger.png,1644,1,166,141,236,Jerome Boateng,Jerome Boateng,Jerome Boateng,1544,86.9,25,21,7.14,,0.7,Germany,543,4
1,Midfielder,0.6,22,26(8),3,Bayer Leverkusen,9,//img.fifa.com/images/flags/4/ger.png,2337,1,414,39,58,Julian Brandt,Julian Brandt,Julian Brandt,1544,79,30,63,6.98,,1.3,Germany,511,
1,Defender,3.2,25,32,,Borussia M.Gladbach,3,//img.fifa.com/images/flags/4/den.png,2880,1,119,203,178,Jannik Vestergaard,Jannik Vestergaard,Jannik Vestergaard,1054,85.4,35,79,6.93,,0.8,Denmark,500,5
1,Forward,0.9,25,33(1),5,Borussia M.Gladbach,10,//img.fifa.com/images/flags/4/bel.png,2947,3,438,103,-45,Thorgan Hazard,Thorgan Hazard,Thorgan Hazard,1346,76.3,36,26,7.11,,2.6,Belgium,496,1
1,Forward,1.2,28,22(7),14,Bayern Munich,8,//img.fifa.com/images/flags/4/ger.png,1966,1,457,-29,44,Thomas Muller,Thomas Muller,Thomas Muller,1544,76.9,40,11,7.28,,1.5,Germany,472,4
1,Forward,,22,5,2,RasenBallsport Leipzig,4,//img.fifa.com/images/flags/4/ger.png,445,1,588,4,-132,Timo Werner,Timo Werner,Timo Werner,1544,79,43,30,7.48,,3.8,Germany,459,
1,Midfielder,0.1,29,12(7),1,Borussia Dortmund,5,//img.fifa.com/images/flags/4/jap.png,1166,,223,81,139,Shinji Kagawa,Shinji Kagawa,Shinji Kagawa,528,87.5,49,123,6.81,,1.3,Japan,444,
1,Midfielder,0.4,20,23(8),3,Schalke 04,3,//img.fifa.com/images/flags/4/mar.png,2053,2,187,191,54,Amine Harit,Amine Harit,Amine Harit,681,84.2,52,88,6.92,,0.8,Morocco,432,3
1,Defender,1,26,33,7,Hertha Berlin,,//img.fifa.com/images/flags/4/ger.png,2970,,196,135,91,Marvin Plattenhardt,Marvin Plattenhardt,Marvin Plattenhardt,1544,81.6,55,106,6.85,,0.5,Germany,422,6
1,Defender,2.7,33,24,3,Borussia Dortmund,,//img.fifa.com/images/flags/4/pol.png,2140,,123,231,65,Lukasz Piszczek,Lukasz Piszczek,Lukasz Piszczek,1128,81.3,57,19,7.19,,0.8,Poland,419,3
1,Midfielder,1.3,23,21(5),2,Schalke 04,4,//img.fifa.com/images/flags/4/ger.png,1983,1,260,161,-26,Leon Goretzka,Leon Goretzka,Leon Goretzka,1544,79.8,62,43,7.03,,1.7,Germany,395,3
1,Forward,0.8,29,22,3,Augsburg,12,//img.fifa.com/images/flags/4/isl.png,1826,3,521,42,-183,Alfred Finnbogason,Alfred Finnbogason,Alfred Finnbogason,930,71.6,63,25,7.11,,2.3,Iceland,379,2
1,Midfielder,0.6,21,29(1),1,Borussia M.Gladbach,2,//img.fifa.com/images/flags/4/sui.png,2308,,173,165,36,Denis Zakaria,Denis Zakaria,Denis Zakaria,1179,89.3,65,160,6.73,,0.7,Switzerland,374,11
1,Goalkeeper,0.6,25,34,,Wolfsburg,,//img.fifa.com/images/flags/4/bel.png,3060,2,0,267,101,Koen Casteels,Koen Casteels,Koen Casteels,1346,60.7,69,86,6.92,,,Belgium,368,1
1,Defender,1.5,24,29,,Werder Bremen,1,//img.fifa.com/images/flags/4/swe.png,2535,,136,200,3,Ludwig Augustinsson,Ludwig Augustinsson,Ludwig Augustinsson,889,78.1,84,154,6.73,,0.8,Sweden,340,3
1,Midfielder,3.7,26,31(1),4,Werder Bremen,3,//img.fifa.com/images/flags/4/den.png,2796,3,185,257,-114,Thomas Delaney,Thomas Delaney,Thomas Delaney,1054,71.9,86,37,7.06,,1.8,Denmark,328,5
1,Midfielder,0.6,34,23(1),,Eintracht Frankfurt,,//img.fifa.com/images/flags/4/jap.png,2090,,20,192,115,Makoto Hasebe,Makoto Hasebe,Makoto Hasebe,528,88.5,88,215,6.57,1,0.1,Japan,327,3
1,Midfielder,0.8,28,16(9),4,Bayern Munich,1,//img.fifa.com/images/flags/4/ger.png,1509,,125,18,175,Sebastian Rudy,Sebastian Rudy,Sebastian Rudy,1544,89.9,91,109,6.84,,0.8,Germany,318,2
1,Goalkeeper,0.3,29,30,,Borussia M.Gladbach,,//img.fifa.com/images/flags/4/sui.png,2627,,0,173,142,Yann Sommer,Yann Sommer,Yann Sommer,1179,69.9,92,130,6.79,,,Switzerland,315,1
1,Defender,2.8,21,33,2,Borussia M.Gladbach,2,//img.fifa.com/images/flags/4/sui.png,2916,,102,122,65,Nico Elvedi,Nico Elvedi,Nico Elvedi,1179,83.5,103,87,6.92,,0.5,Switzerland,289,6
1,Forward,0.2,26,3(3),2,RasenBallsport Leipzig,,//img.fifa.com/images/flags/4/swe.png,326,1,276,5,-12,Emil Forsberg,Emil Forsberg,Emil Forsberg,889,78.9,112,277,6.89,,0.8,Sweden,269,
1,Forward,1,20,9(13),1,Eintracht Frankfurt,8,//img.fifa.com/images/flags/4/srb.png,929,,357,-23,-75,Luka Jovic,Luka Jovic,Luka Jovic,732,73.6,119,216,6.57,,1.7,Serbia,259,2
1,Forward,,,,,,,//img.fifa.com/images/flags/4/ger.png,,,397,11,-165,,Mario Gomez,Mario Gomez,1544,,130,,,,,Germany,243,
1,Forward,1.3,25,20(7),2,Mainz 05,8,//img.fifa.com/images/flags/4/jap.png,1906,1,301,50,-141,Yoshinori Muto,Yoshinori Muto,Yoshinori Muto,528,74.9,150,148,6.75,,1.4,Japan,211,2
1,Forward,0.3,29,3(1),,Borussia Dortmund,,//img.fifa.com/images/flags/4/ger.png,229,,176,4,18,Marco Reus,Marco Reus,Marco Reus,1544,79.1,157,742,6.13,,0.8,Germany,199,
1,Midfielder,3.7,27,19(7),1,Hertha Berlin,5,//img.fifa.com/images/flags/4/aus.png,1854,3,235,106,-191,Mathew Leckie,Mathew Leckie,Mathew Leckie,700,70.9,188,69,6.96,,0.9,Australia,150,3
1,Forward,1.2,28,3(3),1,FC Cologne,2,//img.fifa.com/images/flags/4/jap.png,357,1,207,38,-102,Yuya Osako,Yuya Osako,Yuya Osako,528,78.3,194,393,6.71,,1.7,Japan,143,
1,Defender,2.6,28,20,2,FC Cologne,2,//img.fifa.com/images/flags/4/ger.png,1761,1,122,75,-63,Jonas Hector,Jonas Hector,Jonas Hector,1544,81.8,204,47,7,,0.8,Germany,135,4
1,Midfielder,1.6,28,12(7),1,Hamburger SV,,//img.fifa.com/images/flags/4/swe.png,1109,,18,180,-67,Albin Ekdal,Albin Ekdal,Albin Ekdal,889,76.3,207,207,6.61,,0.4,Sweden,131,3
1,Midfielder,2,22,30,,Werder Bremen,1,//img.fifa.com/images/flags/4/srb.png,2656,,28,161,-59,Milos Veljkovic,Milos Veljkovic,Milos Veljkovic,732,77.5,209,194,6.64,,0.2,Serbia,130,2
1,Defender,,,,,,,//img.fifa.com/images/flags/4/por.png,,,65,77,-15,,Raphael Guerreiro,Raphael Guerreiro,1306,,210,,,,,Portugal,128,
1,Forward,5.8,23,2(3),1,RasenBallsport Leipzig,,//img.fifa.com/images/flags/4/den.png,215,,195,136,-208,Yussuf Poulsen,Yussuf Poulsen,Yussuf Poulsen,1054,59.1,214,504,6.59,,0.6,Denmark,123,1
1,Forward,1.4,24,21(4),2,Eintracht Frankfurt,6,//img.fifa.com/images/flags/4/cro.png,1764,1,408,-81,-237,Ante Rebic,Ante Rebic,Ante Rebic,975,56.9,241,65,6.96,,1.8,Croatia,90,8
1,Goalkeeper,,,,,,,//img.fifa.com/images/flags/4/ger.png,,,0,37,28,,Manuel Neuer,Manuel Neuer,1544,,264,,,,,Germany,65,
1,Midfielder,,,,,,,//img.fifa.com/images/flags/4/cro.png,,,96,8,-46,,Marko Pjaca,Marko Pjaca,975,,272,,,,,Croatia,58,
1,Defender,,,,,,,//img.fifa.com/images/flags/4/sui.png,,,31,14,3,,Manuel Akanji,Manuel Akanji,1179,,281,,,,,Switzerland,49,
1,Defender,1.3,27,26(2),,Hamburger SV,,//img.fifa.com/images/flags/4/jap.png,2289,,106,111,-178,Gotoku Sakai,Gotoku Sakai,Gotoku Sakai,528,75.7,291,200,6.63,,0.6,Japan,38,2
1,Midfielder,0.4,31,12(7),,Eintracht Frankfurt,,//img.fifa.com/images/flags/4/sui.png,1036,,17,11,-31,Gelson Fernandes,Gelson Fernandes,Gelson Fernandes,1179,81.7,358,221,6.56,,0.1,Switzerland,-3,4
1,Goalkeeper,,,,,,,//img.fifa.com/images/flags/4/sui.png,,,0,-23,11,,Yvon Mvogo,Yvon Mvogo,1179,,372,,,,,Switzerland,-12,
1,Forward,,,,,,,//img.fifa.com/images/flags/4/sui.png,,,74,-45,-46,,Josip Drmic,Josip Drmic,1179,,386,,,,,Switzerland,-17,
1,Defender,,,,,,,//img.fifa.com/images/flags/4/nga.png,,,38,24,-84,,Leon Balogun,Leon Balogun,635,,389,,,,,Nigeria,-23,
1,Midfielder,,,,,,,//img.fifa.com/images/flags/4/jap.png,,,35,-44,-15,,Genki Haraguchi,Genki Haraguchi,528,,391,,,,,Japan,-24,
1,Forward,,,,,,,//img.fifa.com/images/flags/4/den.png,,,1,-6,-26,,Viktor Fischer,Viktor Fischer,1054,,405,,,,,Denmark,-32,
1,Defender,,,,,,,//img.fifa.com/images/flags/4/cro.png,,,4,-11,-25,,Tin Jedvaj,Tin Jedvaj,975,,406,,,,,Croatia,-32,
1,Midfielder,1,25,27(3),1,Hamburger SV,5,//img.fifa.com/images/flags/4/srb.png,2413,2,205,43,-282,Filip Kostic,Filip Kostic,Filip Kostic,732,64.6,412,183,6.68,,2.2,Serbia,-34,2
1,Forward,0.8,21,9(12),,Schalke 04,3,//img.fifa.com/images/flags/4/sui.png,916,,97,-40,-105,Breel Embolo,Breel Embolo,Breel Embolo,1179,74.3,422,242,6.49,,0.9,Switzerland,-48,4
1,Forward,0.2,30,32(4),12,Barcelona,34,//img.fifa.com/images/flags/4/arg.png,2997,22,2196,106,170,Lionel Messi,Lionel Messi,Lionel Messi,1254,81.2,1,1,8.68,,5.5,Argentina,2472,3
1,Forward,1.3,33,27,5,Real Madrid,26,//img.fifa.com/images/flags/4/por.png,2293,7,1325,40,123,Cristiano Ronaldo,Cristiano Ronaldo,Cristiano Ronaldo,1306,81.6,2,2,7.94,,6.6,Portugal,1489,1
1,Forward,0.4,31,32(1),12,Barcelona,25,//img.fifa.com/images/flags/4/uru.png,2902,5,1055,-10,5,Luis Suarez,Luis Suarez,Luis Suarez,976,76.9,3,3,7.72,,3.7,Uruguay,1050,9
1,Forward,0.5,30,33(1),5,Celta Vigo,22,//img.fifa.com/images/flags/4/esp.png,2938,11,1046,-47,24,Iago Aspas,Iago Aspas,Iago Aspas,1162,78.8,4,7,7.49,,2.8,Spain,1023,9
1,Midfielder,0.4,28,26(1),7,Real Madrid,5,//img.fifa.com/images/flags/4/ger.png,2268,,434,-10,579,Toni Kroos,Toni Kroos,Toni Kroos,1544,93.1,5,8,7.47,,1.5,Germany,1003,4
1,Forward,0.5,27,7(1),2,Atletico Madrid,6,//img.fifa.com/images/flags/4/fra.png,631,3,985,-19,-38,Antoine Griezmann,Antoine Griezmann,Antoine Griezmann,1166,78.8,8,5,7.91,,3.6,France,928,
1,Midfielder,0.7,30,31(4),5,Barcelona,1,//img.fifa.com/images/flags/4/cro.png,2839,,297,155,405,Ivan Rakitic,Ivan Rakitic,Ivan Rakitic,975,90.3,9,34,7.12,,0.8,Croatia,857,4
1,Defender,0.5,29,30(3),8,Barcelona,2,//img.fifa.com/images/flags/4/esp.png,2745,2,279,298,258,Jordi Alba,Jordi Alba,Jordi Alba,1162,86.8,10,18,7.22,,0.5,Spain,835,8
